	had_prior_chemotherapy	history_drinking	history_smoking	bmi_scaled	is_male	age_decades
ARID1A_missense	0.017972294037243382	0.31220719949136716	0.02298305725618366	-0.22635615926069136	0.2875418863793371	0.21756876571907044
ARID1A_truncating	-6.673443870050013	9.08028522795173	5.116349250744876	-6.338908699156209	15.469232982261111	2.6126785948445197
CDKN1A_missense	-0.5935866430037482	0.6993965755346685	0.17957227501522016	-0.9640114875003568	0.8647224289809885	0.42756896893448093
CDKN1A_truncating	-7.371047375639816	0.4201586638969951	-14.88564508165266	7.830810825230338	9.283520281437664	2.88921364437804
CREBBP_missense	-0.3031607522515269	0.4589640556803084	0.18851849362377393	-0.1757523330848733	-0.9373454951338817	0.399876395270827
CREBBP_truncating	0.5468039237602894	2.141944597615941	-1.4179066882482754	-2.245040145914353	-3.4175667464366093	0.7875773945823363
EP300_missense	-0.4537546892210214	0.07213043295411013	0.7100749773737873	1.5528108378114107	-0.599440544919167	0.4341013562650167
EP300_truncating	-2.125506644426749	0.631761885210493	0.4768698816001546	2.381044156744122	-1.239925818751564	1.04090976154597
FOXQ1_missense	-1.386320757378997	-0.5099532826216865	0.4284199631825053	-0.7463278363800332	0.8319669486998787	0.39727051921552686
KDM6A_missense	-1.6012835778070318	0.3582228264266715	0.036643155474596054	-0.12920673748414496	0.9127675675230981	0.602221113690965
KDM6A_truncating	-33.66784158417139	-1.738505928815078	-9.538172960932421	14.79511008769183	5.647685451865253	6.449947612090681
KMT2C_missense	-0.10108528533084762	0.1861847246706094	0.22307456357911412	0.7286847898773966	0.041888555418847645	0.2125713853093571
KMT2C_truncating	-1.6139046277680384	0.0601641899450572	0.21265746461708443	-0.8910645143128373	0.3408817887463787	0.6063824000530219
KMT2D_missense	-0.3757316726190391	-0.29627193981178207	0.15067714020092693	-0.388141871778094	-0.09816625678035501	0.28713931405543364
KMT2D_truncating	-13.018627319338925	-0.08745867834028298	-0.5081228754282179	-7.187060308723719	-6.5270396657787675	3.6530925098173834
NOTCH2_missense	-0.2777548143809168	0.5087844891660717	0.4364878178658198	-0.21282181091504385	-0.37962025715273334	0.39976406796686675
NOTCH2_truncating	-0.8103606181346217	2.7100258315906225	0.7710527907686606	0.6249664562085974	-1.3069521330162135	0.9458146210271255
RB1_missense	0.1561722032702513	-0.37527364651454265	-0.15040445480315814	-0.13614227533380185	0.13220267131173977	0.28728149856411705
RBM10_missense	-0.22937700720947024	1.7094471726726987	0.25745100997200704	-3.0769621401676335	1.4517214336429152	0.525189332066855
RBM10_truncating	-26.468242216105047	18.126356279689695	15.221728532332042	-34.14655149452843	39.91698762061811	7.159229029591834
STAG2_missense	-0.8781232876471002	-0.32721488849263175	0.10092698173696826	0.05118599318773841	0.3404052169767034	0.29547432860536404
STAG2_truncating	-14.971719787677328	-7.170022221997208	12.427068065380535	-7.86705081901648	13.229653242329114	2.863525261322843
TP53_missense	-0.7310212961189999	-0.18200418349034345	0.48004185386763415	-1.2038195693567872	-1.1334631539530824	0.8867281500571453
total_truncating	-10.00954477785663	1.414231213246326	0.3029553293617962	-3.911843439837347	5.4794496479222286	2.732648262797159
total_missense	-2.6806710693183033	-7.369346656456159	6.438159431609741	-0.3387131234019054	-1.9290043298549524	1.3306196994090653
